id,tier,category,subcategory,source,publisher,url,covers,unit_type,geo_granularity,cadence,lag,format,access_method,all_bidders_or_awarded,history_depth,license,verification,verification_note,notes
H16,2,multifamily_cost,hard_cost_data,"RLB North America Quarterly Construction Cost Report ($/SF GFA, 15 typologies × 14–16 metros incl. multifamily & parking)",RLB,https://www.rlb.com/americas/insights/theme/construction-cost-report/,Hard cost $/SF by building type × city + index; public cost calculator,$/SF,metro × typology,quarterly,—,PDF,download,n/a,multi-year,free (proprietary),VERIFIED-URL,verified,calculator https://www.rlb.com/ccc/
H17,2,multifamily_cost,hard_cost_data,Cushman & Wakefield Industrial Construction Cost Guide (46 markets × 3 DC sizes: $139/$85/$77 per SF),C&W,https://www.cushmanwakefield.com/en/united-states/insights/industrial-construction-cost-guide,Ground-up build-to-suit distribution centers,$/SF,metro × size,annual,—,flipbook/PDF,download,n/a,2024–2025,free,VERIFIED-URL,verified,
H18,2,multifamily_cost,hard_cost_data,Cushman & Wakefield Data Center Development Cost Guide 2025/2026 ($/MW; 19 markets $9.3M–$15M),C&W,https://cushwake.cld.bz/Data-Center-Development-Cost-Guide-2025/8-9/,$/MW by market; 2026 +21%,$/MW,metro,annual,—,flipbook,download,n/a,2024–2026,free,VERIFIED-URL,verified,
H19,2,multifamily_cost,hard_cost_data,JLL US & Canada Office Fit-Out Cost Guide (US avg $280/SF 2025); CBRE law-firm fit-out (24 markets); C&W office fit-out,JLL / CBRE / C&W,https://www.jll.com/en-us/guides/us-canada-office-fit-out-costs-guide,Office fit-out $/SF by market × quality,$/SF,metro,annual,—,PDF/HTML,download,n/a,annual editions,free,VERIFIED-URL,verified,
H20,2,multifamily_cost,hard_cost_data,"Turner & Townsend Global Construction Market Intelligence 2025 (99 cities; 11 types incl. high-rise apartments; US labor $76/hr avg, NY $131/hr)",T&T,https://publications.turnerandtownsend.com/global-construction-market-intelligence-2025/north-america,$/m² by city; labor rates,$/m²,city,annual,—,HTML/PDF,download,n/a,annual,free,VERIFIED-URL,verified,Data centre index https://www.turnerandtownsend.com/insights/data-centre-construction-cost-index-2025-2026/
H21,2,multifamily_cost,hard_cost_data,CBRE Warehouse & Distribution Construction Cost Trends (15 markets),CBRE,https://www.cbre.com/insights/reports/warehouse-and-distribution-construction-cost-trends-2023-2024,Industrial $/SF trends,$/SF,metro,periodic,—,HTML,download,n/a,2023–24,free,VERIFIED-URL,verified,
H22,2,multifamily_cost,hard_cost_data,Yardi Matrix / CoStar — supply and rents; no construction-cost dataset,Yardi / CoStar,https://www.yardimatrix.com/publications/,Negative finding,—,—,—,—,—,—,n/a,—,proprietary,VERIFIED-NEGATIVE,verified (negative),
D01,2,commercial_materials,channel_price_signal,Southwire building wire list prices + published multiplier mechanic (net = 4-decimal multiplier × list); Cerrowire price sheets; Service Wire daily copper close,Southwire / Cerrowire,https://www.southwire.com/pricing,"List $/1,000 ft; copper base (COMEX $6.5370/lb 2026-09-03)",$/kft,national list,per price letter,—,PDF,download,n/a,dated sheets,free,VERIFIED-URL,verified,https://www.cerrowire.com/products/price-sheets/ ; https://www.servicewire.com/ServiceWire/Resources/Daily-Copper-Close.htm
D02,2,commercial_materials,channel_price_signal,Eaton Price & Availability Digest + B-Line price sheets (PDF/XLSX); Schneider/Square D DigestPLUS,Eaton / Schneider,https://www.eaton.com/content/dam/eaton/resources/price/price-and-availability-digest-pd08401001e.pdf,Electrical list prices with discount symbols → multipliers,list $,national,periodic,—,PDF/XLSX,download,n/a,current,free,VERIFIED-URL,verified,B-Line https://www.eaton.com/us/en-us/products/support-systems/b-line-series-price-sheets.html ; DigestPLUS https://www.se.com/us/en/work/support/resources-and-tools/digestplus/
D03,2,commercial_materials,channel_price_signal,"Plumbing manufacturer list books: Watts 2026, WaterPEX, Viega US (PDF + XLSX, 2026-03-01), Uponor, Charlotte Pipe (NH-126 eff. 1/1/2026), NIBCO (PDF/Excel), Tyler Pipe",manufacturers,https://www.viega.us/content/dam/viegadm/download-assets/en_us/tech-marketing/cvr-and-price-list/US_Price_List-Excel.xlsx,Dated list prices; distributor applies multiplier,list $,national,per price letter,—,PDF/XLSX,download,n/a,current,free,VERIFIED-URL,verified,Watts https://www.watts.com/dfsmedia/0533dbba17714b1ab581ab07a4cbb521/18056-source/639035580020000000/pl-watts-2604-linked.pdf ; Charlotte https://www.charlottepipe.com/price-lists ; NIBCO https://www.nibco.com/resources/download-library/?f0=assetSubType%253A%253A%253AAsset%2520SubType%253A%253A%253APrice%2520Sheets ; Uponor https://www.uponor.com/en-us/price-lists ; Tyler https://www.tylerpipe.com/resources/pricing-literature/price-sheets/
D04,2,commercial_materials,channel_price_signal,Public contractor net sheets: Lee County FL Ferguson (LIST/DISCOUNT/NET) and Graybar (per-manufacturer discount categories),Lee County FL,"https://www.leegov.com/procurement/Project%20Documents/B170482GWT%20Annual-Water,%20Sewer,%20and%20Irrigation%20Materials%20Bid/Ferguson%20Price%20Sheet%207.30.21.pdf",Real distributor net pricing in a public annual materials bid,$/unit,county,per bid,—,PDF,download,awarded,2021,public record,VERIFIED-URL,verified,Graybar https://www.leegov.com/procurement/Project%20Documents/PB180157KLC%20Electrical%20Lighting%20Data%20Graybar/EV2370%20Appendix%20B-1%20%20B-2.pdf ; pattern replicable across large counties
D05,2,commercial_materials,channel_price_signal,NY OGS statewide contract price lists and discount-off-list schedules (Graybar; Appendix C),NY OGS,https://online.ogs.ny.gov/purchase/spg/pdfdocs/3900022918PL_Graybar.pdf,List/MSRP + contractually approved % discount,$/unit,state,per contract update,—,PDF,download,awarded,current,public record,VERIFIED-URL,verified,Appendix C https://online.ogs.ny.gov/purchase/snt/awardnotes/7720123150AppendixC.pdf
D06,2,commercial_materials,channel_price_signal,"GSA Advantage / MAS awarded price lists (ref_text/) incl. flooring (Shaw), HVAC (Trane)",GSA,https://www.gsaadvantage.gov/,Every awarded item with GSA price incl. IFF; structured text + PDF; no login,$/unit,national,continuous,—,PDF/text,download,awarded,years,public,VERIFIED-URL,verified,Guide https://vsc.gsa.gov/drupal/sites/default/files/internal-files/MAS_Consolidation_Mass_Mod_812_Price_List_Text_File_Guide.pdf ; Shaw https://gsa.shawcontract.com/SiteFiles/welcomesgsa/DealerContent/PDF/GSA-Price-List-PS-0083-April-2020-Shaw-Contract.pdf
D07,2,commercial_materials,channel_price_signal,Sourcewell cooperative contracts (HVAC #070121 Carrier/JCI/Siemens/Trane/Daikin; Grainger MRO price info; construction equipment master matrix; roofing via ezIQC),Sourcewell,https://www.sourcewell-mn.gov/contract-search,Contract docs public; sample pricing PDFs on files.sourcewell.org; HVAC pricing routes to rep,discount off list,national,per contract,—,PDF,download,awarded,current,public,PARTIAL,verified (HVAC price files unconfirmed),Grainger https://files.sourcewell.org/public/Shared%20Documents/Solicitations/General/091422-10590/091422-WWG/Additional%20Documents/Sourcewell%20Facility%20MRO%20Contract%20-%20091422-WWG%20-%20Price%20Information.pdf
D08,2,commercial_materials,channel_price_signal,"Other cooperatives: OMNIA (Garland, Tremco, Gordian JOC; membership-gated), HGACBuy (pricing worksheets), NASPO ValuePoint (price lists under contractor documents), Equalis (JOC, Mohawk), TIPS-USA, BuyBoard, E&I, PEPPM; Pavilion index",various,https://www.withpavilion.com/,Negotiated contractor-grade pricing; visibility varies,discount off list,national/state,per contract,—,PDF/portal,download,awarded,current,public/membership,VERIFIED-URL,verified,HGACBuy https://www.hgacbuy.org/resources/contract-pricing-worksheet ; NASPO https://www.naspovaluepoint.org/faq/where-can-i-find-contract-pricing/
D09,2,commercial_materials,channel_price_signal,"Distributor price-increase archives — interiors: ABC Supply Interiors (ex-L&W), FBM, Cameron Ashley, Negwer (USG; ClarkDietrich eff. 2026-03-02), Marjam, Metro Interiors, Performance Pro Supply, KAMCO",distributors,https://www.abcsupplyinteriors.com/resource-center/manufacturer-pricing-updates/,"Manufacturer increase %/effective dates for drywall, studs, insulation, ceilings (National Gypsum eff. 2026-06-01; JM 7–25% eff. 2025-03-24)",% + date,national,continuous,—,HTML/PDF,scrape,n/a,years,public,VERIFIED-URL,verified,FBM https://www.fbmsales.com/price-increases/ ; Cameron Ashley https://www.cameronashleybp.com/pricenotices ; Negwer https://www.negwer.com/resources/news/post/7014/price-increase-notice-clarkdietrich.aspx
D10,2,commercial_materials,channel_price_signal,"Distributor price-increase archives — roofing: ABC Supply low-slope (Carlisle eff. 2026-07-01), SRS (Q3 2026 commercial), Beacon, Mid-Atlantic Roofing, Carolina Atlantic",distributors,https://www.abcsupply.com/contractor-center/manufacturer-price-increase-announcements/low-slope-roofing/,Commercial membrane manufacturer increases with dates,% + date,national,continuous,—,HTML/PDF,scrape,n/a,years,public,VERIFIED-URL,verified,SRS https://www.srsdistribution.com/en/resources/price-increase-announcements/
D11,2,commercial_materials,channel_price_signal,Nucor weekly Consumer Spot Price (HRC) via Steel Market Update coverage; CMC/Nucor rebar announcements,Nucor / SMU,https://www.steelmarketupdate.com/data/prices/,"Dated mill price series ($865 Aug 2025 → $1,180/ton Aug 2026); rebar +$30/ton moves",$/ton,national,weekly,—,HTML,scrape (SMU subscription for data),n/a,years,SMU proprietary; announcements public,VERIFIED-URL,verified,
D12,2,commercial_materials,channel_price_signal,Cemex USA nationwide ready-mix price increase announcements; cement outlook (Gabelli),Cemex,https://www.cemexusa.com/w/cemex-usa-announces-nationwide-ready-mix-concrete-price-increase,Direction/date; amounts not in snippets,—,national,ad hoc,—,HTML,scrape,n/a,—,public,VERIFIED-URL,verified (URL),
D13,2,commercial_materials,channel_price_signal,Random Lengths (Fastmarkets) framing lumber composite — methodology guide public; Tax Credit Advisor multifamily lumber benchmarks (lumber+EWP ≈ 12–18% of vertical hard cost; 5-over-1 $340–440/SF),Fastmarkets / TCA,https://www.fastmarkets.com/uploads/2025/04/Methodology-Guide-Lumber_Apr-2025.pdf,Composite methodology; MF benchmarks,$/MBF,regional,weekly,—,PDF,subscription (methodology free),n/a,decades,proprietary,VERIFIED-URL,verified,TCA https://www.taxcreditadvisor.com/articles/2026-us-construction-cost-outlook-q2-update/
D14,2,commercial_materials,channel_price_signal,Door hardware list books: Allegion ProExpress; SECLOCK price-book library (Allegion Multi-Family 2023; ASSA ABLOY 2026 eff. 2026-02-02); Lawrence Hardware 2026,Allegion / SECLOCK / Lawrence,https://www.seclock.com/catalog/price-books?id=36,Dated list prices; distributor multipliers (e.g. 0.375 on a Kwikset line),list $,national,per edition,—,PDF,download,n/a,current,free,VERIFIED-URL,verified,Allegion https://us.allegion.com/content/dam/allegion-us-2/web-files/allegion/price-book/Allegion_ProExpress_Price_Book_110445.pdf
D15,2,commercial_materials,channel_price_signal,"HVAC light-commercial e-tail (HVACDirect, AC Wholesalers, OnlineSupply, Peirce-Phelps) — prices masked above ~$2,000; real channel Watsco/Carrier Enterprise/Gemaire gated",e-tailers / Watsco,https://hvacdirect.com/commercial-hvac-equipment/commercial-rooftop-units.html,Partial unit prices for RTUs/splits,$/unit,national,real-time,—,HTML,scrape,n/a,—,TOS,PARTIAL,partially verified,Biggest structural blind spot; Trane GSA schedule https://www.trane.com/commercial/north-america/us/en/support/funding-implementation/cooperative-and-group-purchasing/gsa-contract-holder.html
D16,2,commercial_materials,channel_price_signal,Trimble Trade Service TRA-SER (electrical/mechanical list feed; ~2M items; SX adds average market pricing),Trimble,https://www.trimble.com/en/products/tradeservice,Licensable list-price feed,list $,national,weekly/daily,—,feed,"subscription (~$1,200–1,800/yr forum-reported)",n/a,—,proprietary,PARTIAL,verified (price = forum claim),
D17,2,commercial_materials,channel_price_signal,Vision InfoSoft EPIC (electrical & plumbing; Target and Trade columns); NetPricer (pulls contractor negotiated prices),Vision InfoSoft / ElectricSmarts,https://www.visioninfosoft.com/electrical-material-pricing/,Licensable list feed,list $,national,3 updates/wk,—,feed,"EPIC DUO $456/yr; full < $1,000/yr",n/a,—,proprietary,VERIFIED-URL,verified,
D18,2,commercial_materials,channel_price_signal,"Harrison Publishing House / CINX (plumbing, HVAC, mechanical list pricing; ~3M items)",Harrison,https://www.cinx.com/pricing.php,Licensable list feed,list $,national,continuous,—,feed,"$1,100/yr per location (+$500 partner software)",n/a,1912+,proprietary,VERIFIED-URL,verified,
D19,2,commercial_materials,channel_price_signal,IDEA (NAED+NEMA+NEMRA) electrical product content/EDI hub — not a price index,IDEA,https://idea4industry.com/,Product content syndication,—,national,continuous,—,feed,licensable,n/a,—,proprietary,VERIFIED-URL,verified,
D20,2,commercial_materials,channel_price_signal,"Trimble Materials (StructShare, acquired May 2025) — holds line-item supplier pricing trends privately; Kojo, Toolbx publish nothing",Trimble / Kojo / Toolbx,https://www.trimble.com/en/products/trimble-materials,No public data,—,—,—,—,—,custom,n/a,—,proprietary,VERIFIED-URL,verified,
D21,2,commercial_materials,channel_price_signal,ENR weekly 20-city material prices (monthly rotation: cement/concrete/asphalt/aggregate; pipe; lumber/drywall; steel incl. rebar & I-beams) + ENRCostData API,ENR,https://www.enr.com/economics,City-level material price series,$/unit,20 cities,weekly,—,PDF/web,subscription (API tiers),n/a,decades,proprietary,VERIFIED-URL,verified,https://enrcostdata.com/faq
D22,2,commercial_materials,channel_price_signal,AGC monthly PPI/ECI tables incl. subcontractor-segment PPIs; Cumming free Commodities Material Price Index; Levelset retail material tracker,AGC / Cumming / Procore,https://www.agc.org/learn/construction-data/construction-data-producer-prices-and-employment-costs,Free indexes,index,national,monthly,—,PDF/web,download,n/a,years,free,VERIFIED-URL,verified,Cumming https://insights.cumming-group.com/commodities-material-price-index/ ; Levelset https://www.levelset.com/material-price-tracker/
D23,2,commercial_materials,channel_price_signal,"Elevator public bid tabs (UK modernization: DC Elevator $346,000 vs Otis $466,989; county maintenance tabs) — no new-install benchmark",various,https://purchasing.uky.edu/sites/default/files/2022-01/cck-2583-22bidtab.pdf,Modernization/maintenance awards only,$,project,per bid,—,PDF,download,all bidders,—,public,VERIFIED-URL,verified,
D24,2,commercial_materials,channel_price_signal,Not found: CMU/brick/precast list prices; AISC fab+erect $/ton; joist/deck pricing; fire sprinkler benchmark; MF vinyl window pricing; commercial paint list; BFS/US LBM package pricing,—,,Gaps,—,—,—,—,—,—,n/a,—,—,NOT-FOUND,not found,
J01,2,commercial_materials,joc,"Gordian JOC / ezIQC Construction Task Catalog (275,000+ tasks; licensed) + adjustment factor guidance (typical 0.8–1.2)",Gordian,https://www.gordian.com/products/job-order-contracting/,UPB licensed; methodology public,coefficient,national/local,annual,—,PDF,licensed,n/a,—,proprietary,VERIFIED-URL,verified,Coefficient guide https://www.gordian.com/uploads/2021/12/How-to-Develop-a-JOC-Coefficient.pdf ; RSMeans JOC Core Bid Access https://www.rsmeans.com/products/online/joc-core-bid-access-config
J02,2,commercial_materials,joc,"California county JOC awarded adjustment factors (Fresno, San Bernardino, SLO, San Diego): normal-hours 1.0850/1.0950/1.0990; also 0.9000/0.9400",CA counties,https://www.fresnocountyca.gov/files/sharedassets/county/v/2/public-works-and-planning/design/construction-bidding-opportunities/25-07-j-25-08-j-25-09-j-class-a-general-engineering-joc/25-07-j-25-08-j-25-09-j-joc-a-bid-summary.pdf,Public JOC bid tabs with awarded coefficients (signal of local market vs UPB),coefficient,county,per award,—,PDF,download,all bidders,2021+,public,VERIFIED-URL,verified,San Bernardino https://res.sbcounty.gov/wp-content/uploads/sites/26/2021/08/JOC-Tabulation-Master-MJOC14.pdf ; San Diego https://www.sandiego.gov/sites/default/files/k-20-1878-joc-3.pdf
J03,2,commercial_materials,joc,DASNY Using the Construction Task Catalog guide; NYC DDC multiplier bid booklets (FOIL repository); Texas Facilities Commission JOC; Arizona ADOA SPO 053; federal SABER,various,https://www.dasny.org/sites/default/files/rfp-documents/2025-04/5%20Using%20The%20Construction%20Task%20Catalog%C2%AE%20-%20Downstate.pdf,Program mechanics public; UPBs licensed,coefficient,state/agency,—,—,PDF,download,n/a,—,public,VERIFIED-URL,verified,DDC https://ddc.foil.nyc/files/documents/EC-SEKS25-Executed_contract.pdf
K01,1,commercial,parametric_parking,WGI Parking Structure Cost Outlook (annual; successor to the Carl Walker series),WGI,https://wginc.com/parking-outlook/,"Parking structure cost per space and per SF, national median and by metro","$/space, $/SF",metro,annual,~1 month,PDF / flipbook,manual download,n/a,2019-2026 editions located,proprietary; summary public,VERIFIED-DETAIL,,"2026: national median $33,300/space and $98.75/SF, +6% YoY; SF high $43,000 / $126.40; Houston low $27,806 / $82.46. Hard cost only, add 15-25% soft. 2025 median $31,400; 2024 $29,900. 2024 flipbook with metro tables is open. Full report gated. NOT Walker Consultants."
K02,1,open,parametric_parking,UCLA ITS - No Such Thing as Free Parking: Construction Costs in 17 US Cities (Feb 2026),UCLA Institute of Transportation Studies,https://escholarship.org/content/qt9f88x32n/qt9f88x32n.pdf,"Above-grade vs underground parking cost per space, 17 cities; parking share of building cost",$/space,city (17),one-off,n/a,PDF,direct download,n/a,2025 base data,public / eScholarship,VERIFIED-DETAIL,,"Built on 2025 RLB data. Underground avg ~$73,000/space (DC $40k to Portland $111k); above-grade avg ~$52,000/space (Phoenix and DC $29k to Portland $99k). Parking = 39% of office/shopping-center cost underground, 31% above grade. Parking adds ~$50k-$100k per apartment unit. Parking cost rising ~50% faster than general inflation since 2012. DOT mirror at rosap.ntl.bts.gov/view/dot/89105/."
K03,1,federal,location_factor,DoD Area Cost Factors - PAX Newsletter 3.2.1,USACE,https://usace.contentdm.oclc.org/digital/api/collection/p16021coll8/id/4441/download,"Composite location cost factor with published basket (weather, seismic, climate, labor availability, contractor OH&P, logistics, productivity)",index,~213 CONUS locations plus OCONUS,irregular,varies,PDF,direct download,n/a,multiple editions incl. 2021,public domain,VERIFIED-DETAIL,,The best free US substitute for the RSMeans City Cost Index. Also published as UFC 3-701-01 Table 4-1. Calibrated to DoD scope; irregular updates.
K04,1,federal,parametric_model,UFS 3-730-01 Programming Cost Estimates for Military Construction (2 Feb 2026),DoD / WBDG,https://www.wbdg.org/FFC/DOD/UFC/ufc_3_730_01_2024.pdf,Programming-estimate criteria; authorizes PACES parametric estimating or published unit costs,method,n/a,on revision,n/a,PDF,direct download,n/a,2024 and 2026 editions,public domain,VERIFIED-DETAIL,,2026 edition at nibs-s3-wbdg3-production.s3.us-east-1.amazonaws.com/FFC/DOD/UFC/ufs_3_730_01_2026.pdf. The federal parametric-estimating standard for programming-level (Class 5/4) work.
K05,1,open,cost_breakdown_structure,UNIFORMAT II elemental classification - full element list published free by CT DAS; NIST originating report,ASTM E1557 / CT DAS / NIST,https://portal.ct.gov/das/-/media/das/office-of-grants-administration/task-188---required-forms-regarding-plan-review-and-approval/form-scg-2020-uniformat-ii-classification-for-building-cost-estimating-4-24-17.pdf,Elemental cost breakdown structure for feasibility estimating,schema,n/a,static,n/a,PDF,direct download,n/a,n/a,ASTM standard is paid; CT form and NIST report are free,VERIFIED-DETAIL,,Adopt Uniformat II without licensing ASTM E1557. NIST report free at nist.gov/publications/uniformat-ii-elemental-classification-building-specifications-cost-estimating-and-cost.
K06,1,commercial,estimate_classification,AACE 18R-97 Cost Estimate Classification System (full text free via City of Austin EDIMS),AACE International,https://services.austintexas.gov/edims/document.cfm?id=280770,Estimate class definitions and typical accuracy ranges,method,n/a,static,n/a,PDF,direct download,n/a,n/a,AACE copyright; this copy is in a public records system,VERIFIED-DETAIL,,"Class 5 = 0-2% project definition, -50%/+100%. Class 4 = 1-15%, -30%/+50%. Explicitly warns the accuracy range must come from project-specific risk analysis and must never be pre-set."
K07,2,commercial,escalation,AACE 58R-10 Escalation Estimating Using Indices; 68R-11 escalation with Monte Carlo,AACE International,https://web.aacei.org/docs/default-source/toc/toc_58r-10.pdf,Escalation methodology; probabilistic extension,method,n/a,static,n/a,"PDF (TOC free, body gated)",purchase,n/a,n/a,proprietary,VERIFIED-DETAIL,,Free narrative summary at source.aacei.org/2021/12/08/understanding-and-estimating-escalation/. 68R-11 is the right frame for a Class 5/4 range.
K08,1,federal,escalation,BLS PPI New Nonresidential Building Construction by region (236500) and by contractor type x region (236400),BLS,https://www.bls.gov/ppi/intro_newconstructionbyregion.htm,Construction selling-price (bid) escalation,index,4 Census regions,monthly,~2 weeks,API / FRED / flat files,API,n/a,2000s to present,public domain,VERIFIED-DETAIL,,"Selling-price (output) indexes, not input-cost indexes - the correct type for escalation. 236400 splits by general, concrete, roofing, electrical, plumbing/HVAC contractor. FRED series PCU236500236500."
K09,2,commercial,escalation,"Free forward escalation forecasts: Turner Building Cost Index, Mortenson (per-metro), RLB (per-city), Turner & Townsend GCMI, JLL",multiple,https://www.mortenson.com/news-insights/construction-cost-index-q1-2026,Forward construction cost escalation,% / index,national; some per-metro,quarterly,~1 month,HTML / PDF,scrape,n/a,multi-year back series,free to read,VERIFIED-DETAIL,,"Turner Q1 2026 = 1530, Q2 = 1552, +5.15% YoY. Mortenson per-metro quarterly deltas. RLB index 288.58 with per-city annual rates (Honolulu 5.93%, Phoenix 5.30%, Miami 4.99%, DC 4.01%, Dallas 3.88%, Chicago 1.42%). T&T GCMI 2026 global 4.2->4.5% across 112 markets. Forecasts disagree ~1.5 points = 3-5% swing on hard cost at 24-36 months to midpoint. No free forward index by US metro exists."
K10,2,open,fees,"Duncan Associates National Impact Fee Survey (2019, 2015, 2012, 2008)",Duncan Associates,https://www.impactfees.com/publications%20pdf/2019survey.pdf,"Impact fees by land use: single-family, multifamily, retail, office, industrial","$/unit, $/SF",~250+ jurisdictions,discontinued,7 years,PDF,direct download,n/a,2008-2019,free,VERIFIED-DETAIL,,2019 appears to be the last edition. No post-2019 multi-city fee comparison exists outside California.
K11,1,state,fees,"California HCD residential impact fee reporting (statutory posting requirement, all CA jurisdictions)",CA HCD,https://www.hcd.ca.gov/plans-and-reports/residential-impact-fees,Actual jurisdiction fee schedules rather than a survey,"$/unit, $/SF",city / county (CA),continuous,varies,HTML / PDF links,scrape,n/a,current,public,VERIFIED-URL,,"Route to primary fee schedules. Terner: CA fees can exceed $150,000/unit; 691 LIHTC projects 2020-23 averaged $19,806/unit."
K12,1,state,ae_fees,"State A/E fee schedules: WA OFM Ch.9, Utah DFCM, Arizona ADOA",state agencies,https://ofm.wa.gov/wp-content/uploads/sites/default/files/public/budget/instructions/capital/2025-27/Ch9AEfees.pdf,"A/E fee as % of construction cost by building type and size, plus phase-split percentages",%,state,biennial / as revised,varies,PDF,direct download,n/a,multiple editions,public domain,VERIFIED-DETAIL,,Free replacement for gated AIA/ACEC fee benchmarks. Utah dfcm.utah.gov/wp-content/uploads/AE-Fee-Schedule_02.03.2022.pdf; Arizona doa.az.gov/resources/architectural-fee-guidelines.
K13,1,federal,soft_costs,HUD MAP Guide (rev. 19 Mar 2021),HUD,https://www.hud.gov/sites/dfiles/OCHCO/documents/4430GHSGG.pdf,"Multifamily underwriting cost limits: working capital 4% of loan, BSPRA 10% of costs other than land",%,national,on revision,n/a,PDF,direct download,n/a,n/a,public domain,VERIFIED-DETAIL,,"These are underwriting caps, not market observations. Use as bounds, not as fitted values."
K14,2,open,typology,WoodWorks - Code Path and Requirements for Podium Projects; 5-over-1 and 5-over-2 design examples,WoodWorks,https://www.woodworks.org/resources/code-path-and-requirements-for-podium-projects/,IBC 510.2 horizontal building separation; the code step that defines podium economics,method,national code,static,n/a,HTML / PDF,direct download,n/a,2017-present,free registration,VERIFIED-DETAIL,,"Type III-A over Type I-A yields 5 upper stories, 85 ft total, 3-hr rated horizontal assembly. The cost discontinuity sits at these thresholds, so a model should key on construction type and story count rather than typology name."
K15,2,open,typology,RAND RRA3743-1 California multifamily construction cost study (2025),RAND Corporation,https://www.rand.org/content/dam/rand/pubs/research_reports/RRA3700/RRA3743-1/RAND_RRA3743-1.pdf,Explicit garden/podium/wrap/high-rise definitions and cost stack; CA pipeline weighting,"$/unit, %",California,one-off,n/a,PDF,direct download,n/a,2025,public,VERIFIED-DETAIL,,"CA weighting 49% garden, 38% podium, 7% wrap, 6% high-rise. Mixes prevailing-wage and market-rate; California only."
K16,3,open,efficiency_ratio,Gross-to-net efficiency ratio (trade press),Multifamily Executive,https://www.multifamilyexecutive.com/design-development/design/cost-cutters_o,"Building efficiency: commercial 82-85%, apartments 70-75%, efficient garden >=82%",%,national,n/a,undated,HTML,read,n/a,n/a,free,LOW-CONF,,"The weakest link in the entire feasibility model. Single undated trade article. No institutional dataset from NMHC, NAHB, ULI, KTGY, Humphreys, Dahlin, Niles Bolton or BSB Design was found. Must be fitted from collected project data."
K17,2,open,regulatory_cost,NAHB/NMHC Cost of Regulations in Multifamily Development (2022),NAHB / NMHC,https://www.nmhc.org/globalassets/research--insight/research-reports/cost-of-regulations/2022-nahb-nmhc-cost-of-regulations-report.pdf,Regulatory share of multifamily total development cost,%,national,~7 years,n/a,PDF,direct download,n/a,"2016, 2018, 2022",free,VERIFIED-DETAIL,,Regulation = 40.6% of multifamily TDC; code changes over 10 years = 11.1%; costs incurred at start of site work = 8.5%.
N01,1,multifamily_cost,application_lists,Nevada Housing Division LIHTC Applications Received,Nevada Housing Division,https://housing.nv.gov/programs/LIH/,"Applicant, city, units, project type, total development cost, TDC per unit, credits requested","$/project, $/unit",project (NV),annual round,weeks,PDF,direct download,all applicants,2014-present,public record,VERIFIED-DETAIL,,Best per-project cost list located at any state HFA. Novogradac mirrors some years.
N02,1,multifamily_cost,application_lists,Nebraska NIFA LIHTC full application lists,NIFA,https://www.nifa.org/,"Development, county, units, type, financing, estimated project cost",$/project,project (NE),annual round,weeks,PDF,direct download,all applicants,2022-present located,public record,VERIFIED-DETAIL,,One of only two state HFAs confirmed to publish total development cost on the applications-received list.
N03,1,multifamily_cost,aggregator,Novogradac QAPs and Applications resource center (all 50 states),Novogradac,https://www.novoco.com/resource-centers/affordable-housing-tax-credits/2026-qaps-and-applications,Mirrors every state QAP and blank application; mirrors some states application-received lists with deep back-archive,documents,state,annual,weeks,HTML / PDF,scrape,n/a,multi-year,free to read,VERIFIED-DETAIL,,"Highest-leverage single aggregator for state tax-credit program documents. Mirrors AZ, NE, NV application lists."
N04,1,multifamily_cost,project_costs,"Urban Institute - Oklahoma LIHTC project dataset (45 projects, 2019-2023, 2,667 units)",Urban Institute,https://www.urban.org/research/publication/how-affordable-housing-contributes-local-economies-and-tax-revenues,Project-level unit counts and total development costs,"$/project, $/unit",project (OK),one-off,n/a,PDF / data,direct download,n/a,2019-2023,public,VERIFIED-DETAIL,,Notable because Oklahoma HFA itself posts no application or cost list. A researcher-assembled substitute for a missing state repository.
N05,1,multifamily_cost,application_lists,"State HFA application-received lists without cost fields: AZ ADOH, MI MSHDA, WI WHEDA, IN IHCDA, MO MHDC, OR OHCS, CO CHFA, KS KHRC, HI HHFDC, MD DHCD, AL AHFA, LA LHC, KY KHC",state HFAs,https://www.chfainfo.com/rental-housing/housing-credit/awards,"Applicant, units, location, credits; no cost fields",project metadata,project (by state),annual round,weeks,PDF,direct download,all applicants,"varies, some back to 2012",public record,VERIFIED-URL,VERIFIED,"Colorado CHFA awards page is the first target for per-unit cost figures. Search-result claims of CHFA average TDC/unit of $289,737 (and $313,442 in 2021) could not be opened and remain UNVERIFIED."
N06,1,multifamily_cost,program_caps,"Program per-unit cost caps usable as feasibility bounds: PA PHFA development cost limits, MA QAP basis caps, NYC HPD Open Door and Neighborhood Construction term sheets",state and city agencies,https://www.mass.gov/doc/draft-2025-2026-lihtc-qap-0/download,Maximum eligible cost per assisted unit by geography and program,$/unit,state / metro / city,annual,weeks,PDF,direct download,n/a,current,public record,VERIFIED-DETAIL,,"MA: $250,000/assisted unit Boston metro, $200,000 outside, $175,000 preservation. NYC Open Door: $165,000/unit private site, $190,000/unit public. Use as sanity bounds on model output, not as fitted values."
